0x10EAE998, 38049089309038912, 86997118, 86997193, 75, 1366x768 
0x10EAE998, 38049089311706520, 86997385, 86997392, 7, 1366x768 
0x10EAE998, 38049089317048152, 86997905, 86997909, 4, 1366x768 
0x10EAE998, 38049089318386952, 86998042, 86998045, 3, 1366x768 
0x10EAE998, 38049089319716288, 86998175, 86998179, 4, 1366x768 
0x10EAE998, 38049089322384288, 86998441, 86998445, 4, 1366x768 
0x10EAE998, 38049089323752376, 86998582, 86998586, 4, 1366x768 
0x10EAE998, 38049089325090440, 86998708, 86998711, 3, 1366x768 
0x10EAE998, 38049089326418480, 86998847, 86998852, 5, 1366x768 
0x10EAE998, 38049089327791016, 86998979, 86998987, 8, 1366x768 
0x10EAE998, 38049089329126792, 86999111, 86999116, 5, 1366x768 
0x10EAE998, 38049089330456056, 86999244, 86999248, 4, 1366x768 
0x10EAE998, 38049089331788416, 86999379, 86999383, 4, 1366x768 
0x10EAE998, 38049089333122088, 86999535, 86999539, 4, 1366x768 
0x10EAE998, 38049089334455080, 86999647, 86999652, 5, 1366x768 
0x10EAE998, 38049089335786304, 86999781, 86999785, 4, 1366x768 
0x10EAE998, 38049089337118496, 86999915, 86999918, 3, 1366x768 
0x10EAE998, 38049089338464200, 87000046, 87000050, 4, 1366x768 
0x10EAE998, 38049089339795840, 87000182, 87000186, 4, 1366x768 
0x10EAE998, 38049089341142328, 87000320, 87000348, 28, 1366x768 
0x10EAE998, 38049089342472552, 87000456, 87000459, 3, 1366x768 
0x10EAE998, 38049089343962240, 87000606, 87000610, 4, 1366x768 
0x10EAE998, 38049089345287776, 87000731, 87000735, 4, 1366x768 
0x10EAE998, 38049089346620008, 87000882, 87000885, 3, 1366x768 
0x10EAE998, 38049089347951240, 87000995, 87000999, 4, 1366x768 
0x10EAE998, 38049089349294712, 87001128, 87001132, 4, 1366x768 
0x10EAE998, 38049089350625328, 87001264, 87001268, 4, 1366x768 
0x10EAE998, 38049089351966208, 87001400, 87001404, 4, 1366x768 
0x10EAE998, 38049089353293080, 87001530, 87001533, 3, 1366x768 
0x10EAE998, 38049089354627800, 87001683, 87001687, 4, 1366x768 
0x10EAE998, 38049089355956672, 87001799, 87001802, 3, 1366x768 
0x10EAE998, 38049089356633328, 87001865, 87001868, 3, 1366x768 
0x10EAE998, 38049089357300128, 87001932, 87001935, 3, 1366x768 
0x10EAE998, 38049089357973344, 87001999, 87002003, 4, 1366x768 
0x10EAE998, 38049089358638952, 87002066, 87002070, 4, 1366x768 
0x10EAE998, 38049089359300752, 87002130, 87002133, 3, 1366x768 
0x10EAE998, 38049089359964664, 87002200, 87002204, 4, 1366x768 
0x10EAE998, 38049089360634520, 87002262, 87002266, 4, 1366x768 
0x10EAE998, 38049089361304640, 87002352, 87002355, 3, 1366x768 
0x10EAE998, 38049089361976160, 87002421, 87002425, 4, 1366x768 
0x10EAE998, 38049089362715992, 87002491, 87002506, 15, 1366x768 
0x10EAE998, 38049089363382600, 87002580, 87002587, 7, 1366x768 
0x10EAE998, 38049089364050688, 87002609, 87002612, 3, 1366x768 
0x10EAE998, 38049089364723792, 87002674, 87002677, 3, 1366x768 
0x10EAE998, 38049089365388264, 87002743, 87002747, 4, 1366x768 
0x10EAE998, 38049089366052352, 87002808, 87002812, 4, 1366x768 
0x10EAE998, 38049089366718192, 87002875, 87002879, 4, 1366x768 
0x10EAE998, 38049089367387488, 87002942, 87002946, 4, 1366x768 
0x10EAE998, 38049089368063696, 87003009, 87003013, 4, 1366x768 
0x10EAE998, 38049089368732144, 87003074, 87003078, 4, 1366x768 
